date_incident_concat,date_reported,year_reported,year_month_reported,year_qtr_reported,incident_id,nearest_port_code,nearest_port_name,nearest_port_state,nearest_port_lat,nearest_port_lng,incident_lat,incident_lng,fatalities,missing,casualties,survivors,female_casualties,male_casualties,child_casualties,cause_of_death_code,cause_of_death,cause_of_death_category,location_code,location_desc,url_code,url_desc,source_quality_code,source_desc
2016-01-05|42911,2016-01-05,2016,2016-1,2016-1,42911,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,1,,135,Unknown (skeletal remains),Unknown,1240,Pima County Jurisdiction,10293,http://www.humaneborders.info/app/map.asp,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-01-09|42913,2016-01-09,2016,2016-1,2016-1,42913,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,1,,109,Hypothermia,Exposure,1240,Pima County Jurisdiction,10293,http://www.humaneborders.info/app/map.asp,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-01-11|43045,2016-01-11,2016,2016-1,2016-1,43045,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,1,,131,Unknown,Unknown,1239,Pima County (see spreadsheet for exact location),10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-01-17|42914,2016-01-17,2016,2016-1,2016-1,42914,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,1,,131,Unknown,Unknown,1240,Pima County Jurisdiction,10293,http://www.humaneborders.info/app/map.asp,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-01-25|42915,2016-01-25,2016,2016-1,2016-1,42915,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,1,,135,Unknown (skeletal remains),Unknown,1240,Pima County Jurisdiction,10293,http://www.humaneborders.info/app/map.asp,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-01-26|42916,2016-01-26,2016,2016-1,2016-1,42916,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,1,,135,Unknown (skeletal remains),Unknown,1240,Pima County Jurisdiction,10293,http://www.humaneborders.info/app/map.asp,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-01-26|42917,2016-01-26,2016,2016-1,2016-1,42917,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,1,,135,Unknown (skeletal remains),Unknown,1240,Pima County Jurisdiction,10293,http://www.humaneborders.info/app/map.asp,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-01-31|42918,2016-01-31,2016,2016-1,2016-1,42918,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,,,135,Unknown (skeletal remains),Unknown,1240,Pima County Jurisdiction,10293,http://www.humaneborders.info/app/map.asp,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-02-23|42919,2016-02-23,2016,2016-2,2016-1,42919,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,1,,135,Unknown (skeletal remains),Unknown,1240,Pima County Jurisdiction,10293,http://www.humaneborders.info/app/map.asp,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-03-01|42920,2016-03-01,2016,2016-3,2016-1,42920,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,1,,135,Unknown (skeletal remains),Unknown,1240,Pima County Jurisdiction,10293,http://www.humaneborders.info/app/map.asp,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-03-03|42922,2016-03-03,2016,2016-3,2016-1,42922,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,1,,135,Unknown (skeletal remains),Unknown,1240,Pima County Jurisdiction,10293,http://www.humaneborders.info/app/map.asp,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-03-03|42921,2016-03-03,2016,2016-3,2016-1,42921,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,1,,135,Unknown (skeletal remains),Unknown,1240,Pima County Jurisdiction,10293,http://www.humaneborders.info/app/map.asp,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-03-06|42923,2016-03-06,2016,2016-3,2016-1,42923,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,1,,135,Unknown (skeletal remains),Unknown,1240,Pima County Jurisdiction,10293,http://www.humaneborders.info/app/map.asp,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-03-07|42924,2016-03-07,2016,2016-3,2016-1,42924,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,1,,109,Hypothermia,Exposure,1240,Pima County Jurisdiction,10293,http://www.humaneborders.info/app/map.asp,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-03-07|42925,2016-03-07,2016,2016-3,2016-1,42925,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,1,,131,Unknown,Unknown,1240,Pima County Jurisdiction,10293,http://www.humaneborders.info/app/map.asp,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-03-18|42926,2016-03-18,2016,2016-3,2016-1,42926,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,1,,135,Unknown (skeletal remains),Unknown,1240,Pima County Jurisdiction,10293,http://www.humaneborders.info/app/map.asp,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-03-20|42927,2016-03-20,2016,2016-3,2016-1,42927,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,1,,135,Unknown (skeletal remains),Unknown,1240,Pima County Jurisdiction,10293,http://www.humaneborders.info/app/map.asp,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-04-01|42928,2016-04-01,2016,2016-4,2016-2,42928,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,1,,135,Unknown (skeletal remains),Unknown,1240,Pima County Jurisdiction,10293,http://www.humaneborders.info/app/map.asp,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-04-01|42929,2016-04-01,2016,2016-4,2016-2,42929,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,1,,135,Unknown (skeletal remains),Unknown,1240,Pima County Jurisdiction,10293,http://www.humaneborders.info/app/map.asp,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-04-07|42930,2016-04-07,2016,2016-4,2016-2,42930,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,2,0,2,,,2,,135,Unknown (skeletal remains),Unknown,1240,Pima County Jurisdiction,10293,http://www.humaneborders.info/app/map.asp,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-04-07|42931,2016-04-07,2016,2016-4,2016-2,42931,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,1,,,109,Hypothermia,Exposure,1240,Pima County Jurisdiction,10293,http://www.humaneborders.info/app/map.asp,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-04-08|42932,2016-04-08,2016,2016-4,2016-2,42932,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,1,,135,Unknown (skeletal remains),Unknown,1240,Pima County Jurisdiction,10293,http://www.humaneborders.info/app/map.asp,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-04-18|42933,2016-04-18,2016,2016-4,2016-2,42933,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,1,,131,Unknown,Unknown,1240,Pima County Jurisdiction,10293,http://www.humaneborders.info/app/map.asp,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-04-23|42934,2016-04-23,2016,2016-4,2016-2,42934,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,1,,131,Unknown,Unknown,1240,Pima County Jurisdiction,10293,http://www.humaneborders.info/app/map.asp,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-05-06|43216,2016-05-06,2016,2016-5,2016-2,43216,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,1,,135,Unknown (skeletal remains),Unknown,1240,Pima County Jurisdiction,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-05-15|43221,2016-05-15,2016,2016-5,2016-2,43221,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,1,,109,Hypothermia,Exposure,1240,Pima County Jurisdiction,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-05-15|42835,2016-05-15,2016,2016-5,2016-2,42835,2602,Lukeville,Arizona,31.8825,-112.815,30.7293161,-112.8733526,1,0,1,,,1,,118,Dehydration,Medical-related,1076,"Chula Vista farm, near Caborca, Sonora, Mexico, 40 km south of US border",10204,http://bit.ly/2nSeGoo,1,one media source
2016-05-15|43222,2016-05-15,2016,2016-5,2016-2,43222,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,1,,135,Unknown (skeletal remains),Unknown,1240,Pima County Jurisdiction,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-05-18|43225,2016-05-18,2016,2016-5,2016-2,43225,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,1,,135,Unknown (skeletal remains),Unknown,1240,Pima County Jurisdiction,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-05-23|43237,2016-05-23,2016,2016-5,2016-2,43237,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,,,135,Unknown (skeletal remains),Unknown,1240,Pima County Jurisdiction,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-05-26|43239,2016-05-26,2016,2016-5,2016-2,43239,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,1,,135,Unknown (skeletal remains),Unknown,1240,Pima County Jurisdiction,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-05-31|43241,2016-05-31,2016,2016-5,2016-2,43241,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,1,,131,Unknown,Unknown,1240,Pima County Jurisdiction,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-05-31|43240,2016-05-31,2016,2016-5,2016-2,43240,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,1,,131,Unknown,Unknown,1240,Pima County Jurisdiction,10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-06-01|43249,2016-06-01,2016,2016-6,2016-2,43249,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,1,,131,Unknown,Unknown,1239,Pima County (see spreadsheet for exact location),10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-06-02|43251,2016-06-02,2016,2016-6,2016-2,43251,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,1,,110,Presumed hyperthermia,Exposure,1239,Pima County (see spreadsheet for exact location),10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-06-04|43252,2016-06-04,2016,2016-6,2016-2,43252,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,1,,,110,Presumed hyperthermia,Exposure,1239,Pima County (see spreadsheet for exact location),10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-06-06|43255,2016-06-06,2016,2016-6,2016-2,43255,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,1,,108,Hyperthermia,Exposure,1239,Pima County (see spreadsheet for exact location),10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-06-07|43256,2016-06-07,2016,2016-6,2016-2,43256,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,1,,108,Hyperthermia,Exposure,1239,Pima County (see spreadsheet for exact location),10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-06-07|43257,2016-06-07,2016,2016-6,2016-2,43257,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,,,108,Hyperthermia,Exposure,1239,Pima County (see spreadsheet for exact location),10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-06-07|43258,2016-06-07,2016,2016-6,2016-2,43258,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,,,131,Unknown,Unknown,1239,Pima County (see spreadsheet for exact location),10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-06-09|43261,2016-06-09,2016,2016-6,2016-2,43261,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,1,,110,Presumed hyperthermia,Exposure,1235,Pima Country (see spreadsheet for exact location),10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-06-09|43263,2016-06-09,2016,2016-6,2016-2,43263,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,1,,146,Shot,Violence,1239,Pima County (see spreadsheet for exact location),10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-06-09|43262,2016-06-09,2016,2016-6,2016-2,43262,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,1,,131,Unknown,Unknown,1239,Pima County (see spreadsheet for exact location),10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-06-10|43267,2016-06-10,2016,2016-6,2016-2,43267,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,1,,110,Presumed hyperthermia,Exposure,1239,Pima County (see spreadsheet for exact location),10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-06-10|43268,2016-06-10,2016,2016-6,2016-2,43268,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,1,,110,Presumed hyperthermia,Exposure,1239,Pima County (see spreadsheet for exact location),10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-06-10|43269,2016-06-10,2016,2016-6,2016-2,43269,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,1,,110,Presumed hyperthermia,Exposure,1239,Pima County (see spreadsheet for exact location),10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-06-10|43266,2016-06-10,2016,2016-6,2016-2,43266,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,1,,110,Presumed hyperthermia,Exposure,1239,Pima County (see spreadsheet for exact location),10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-06-13|43276,2016-06-13,2016,2016-6,2016-2,43276,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,1,,110,Presumed hyperthermia,Exposure,1239,Pima County (see spreadsheet for exact location),10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-06-16|43282,2016-06-16,2016,2016-6,2016-2,43282,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,1,,,101,Accident (non-vehicle),Accident,1239,Pima County (see spreadsheet for exact location),10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-06-16|43283,2016-06-16,2016,2016-6,2016-2,43283,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,1,,110,Presumed hyperthermia,Exposure,1239,Pima County (see spreadsheet for exact location),10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-06-20|43297,2016-06-20,2016,2016-6,2016-2,43297,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,1,,131,Unknown,Unknown,1239,Pima County (see spreadsheet for exact location),10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-06-23|43299,2016-06-23,2016,2016-6,2016-2,43299,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,1,,110,Presumed hyperthermia,Exposure,1239,Pima County (see spreadsheet for exact location),10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-06-23|43298,2016-06-23,2016,2016-6,2016-2,43298,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,1,,,108,Hyperthermia,Exposure,1239,Pima County (see spreadsheet for exact location),10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-06-24|43302,2016-06-24,2016,2016-6,2016-2,43302,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,1,,,131,Unknown,Unknown,1239,Pima County (see spreadsheet for exact location),10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-06-27|43303,2016-06-27,2016,2016-6,2016-2,43303,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,1,,110,Presumed hyperthermia,Exposure,1239,Pima County (see spreadsheet for exact location),10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-06-28|43304,2016-06-28,2016,2016-6,2016-2,43304,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,1,,131,Unknown,Unknown,1239,Pima County (see spreadsheet for exact location),10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-06-29|43305,2016-06-29,2016,2016-6,2016-2,43305,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,1,,131,Unknown,Unknown,1239,Pima County (see spreadsheet for exact location),10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-07-02|43314,2016-07-02,2016,2016-7,2016-3,43314,2602,Lukeville,Arizona,31.8825,-112.815,31.8003178,-112.418329,1,0,1,,,1,,135,Unknown (skeletal remains),Unknown,1238,Pima County (see spreadsheet for coordinates),10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-07-04|43316,2016-07-04,2016,2016-7,2016-3,43316,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,1,,135,Unknown (skeletal remains),Unknown,1238,Pima County (see spreadsheet for coordinates),10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-07-04|43317,2016-07-04,2016,2016-7,2016-3,43317,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,1,,110,Presumed hyperthermia,Exposure,1238,Pima County (see spreadsheet for coordinates),10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-07-05|43318,2016-07-05,2016,2016-7,2016-3,43318,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,1,,135,Unknown (skeletal remains),Unknown,1238,Pima County (see spreadsheet for coordinates),10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-07-06|43319,2016-07-06,2016,2016-7,2016-3,43319,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,1,,135,Unknown (skeletal remains),Unknown,1238,Pima County (see spreadsheet for coordinates),10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-07-09|43326,2016-07-09,2016,2016-7,2016-3,43326,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,1,,132,Unknown (decomposed remains),Unknown,1238,Pima County (see spreadsheet for coordinates),10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-07-09|43327,2016-07-09,2016,2016-7,2016-3,43327,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,1,,110,Presumed hyperthermia,Exposure,1238,Pima County (see spreadsheet for coordinates),10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-07-10|43328,2016-07-10,2016,2016-7,2016-3,43328,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,1,,120,"Dehydration, Hyperthermia",Medical-related,1238,Pima County (see spreadsheet for coordinates),10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-07-11|43329,2016-07-11,2016,2016-7,2016-3,43329,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,1,,110,Presumed hyperthermia,Exposure,1238,Pima County (see spreadsheet for coordinates),10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-07-12|43330,2016-07-12,2016,2016-7,2016-3,43330,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,1,,110,Presumed hyperthermia,Exposure,1238,Pima County (see spreadsheet for coordinates),10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-07-13|43335,2016-07-13,2016,2016-7,2016-3,43335,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,1,,110,Presumed hyperthermia,Exposure,1238,Pima County (see spreadsheet for coordinates),10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-07-15|43338,2016-07-15,2016,2016-7,2016-3,43338,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,1,,135,Unknown (skeletal remains),Unknown,1238,Pima County (see spreadsheet for coordinates),10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-07-16|43343,2016-07-16,2016,2016-7,2016-3,43343,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,1,,131,Unknown,Unknown,1238,Pima County (see spreadsheet for coordinates),10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-07-19|43348,2016-07-19,2016,2016-7,2016-3,43348,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,1,,110,Presumed hyperthermia,Exposure,1238,Pima County (see spreadsheet for coordinates),10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-07-19|43349,2016-07-19,2016,2016-7,2016-3,43349,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,1,,134,Unknown (mummified remains),Unknown,1238,Pima County (see spreadsheet for coordinates),10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-07-20|43357,2016-07-20,2016,2016-7,2016-3,43357,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,1,,135,Unknown (skeletal remains),Unknown,1238,Pima County (see spreadsheet for coordinates),10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-07-21|42671,2016-07-21,2016,2016-7,2016-3,42671,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,1,,,108,Hyperthermia,Exposure,1238,Pima County (see spreadsheet for coordinates),10127,http://bit.ly/2bwdtfv,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-07-21|43359,2016-07-21,2016,2016-7,2016-3,43359,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,1,,110,Presumed hyperthermia,Exposure,1238,Pima County (see spreadsheet for coordinates),10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-07-23|43360,2016-07-23,2016,2016-7,2016-3,43360,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,1,,108,Hyperthermia,Exposure,1238,Pima County (see spreadsheet for coordinates),10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-07-25|43361,2016-07-25,2016,2016-7,2016-3,43361,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,1,,110,Presumed hyperthermia,Exposure,1238,Pima County (see spreadsheet for coordinates),10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-07-26|43363,2016-07-26,2016,2016-7,2016-3,43363,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,1,,135,Unknown (skeletal remains),Unknown,1238,Pima County (see spreadsheet for coordinates),10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-07-26|43362,2016-07-26,2016,2016-7,2016-3,43362,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,1,,147,Unknown (multiple blunt force injuries),Violence,1238,Pima County (see spreadsheet for coordinates),10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-07-31|43365,2016-07-31,2016,2016-7,2016-3,43365,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,1,,135,Unknown (skeletal remains),Unknown,1238,Pima County (see spreadsheet for coordinates),10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-07-31|43364,2016-07-31,2016,2016-7,2016-3,43364,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,,,131,Unknown,Unknown,1238,Pima County (see spreadsheet for coordinates),10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-08-01|43381,2016-08-01,2016,2016-8,2016-3,43381,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,1,,110,Presumed hyperthermia,Exposure,1238,Pima County (see spreadsheet for coordinates),10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-08-01|43380,2016-08-01,2016,2016-8,2016-3,43380,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,1,,,110,Presumed hyperthermia,Exposure,1238,Pima County (see spreadsheet for coordinates),10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-08-04|43383,2016-08-04,2016,2016-8,2016-3,43383,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,1,,110,Presumed hyperthermia,Exposure,1238,Pima County (see spreadsheet for coordinates),10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
2016-08-06|43386,2016-08-06,2016,2016-8,2016-3,43386,2602,Lukeville,Arizona,31.8825,-112.815,31.9652036,-113.0118945,1,0,1,,,1,,135,Unknown (skeletal remains),Unknown,1238,Pima County (see spreadsheet for coordinates),10465,,5,"officials such as coroners, medical examiners, or gov officials OR from multiple humanitarian actors"
